taxonid,fullname,currentAuthor,suggestedAuthor,source
4228,Morula uva,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4229,Morum oniscus,"(C. Linnaeus, 1767)","(Linnaeus, 1767)",Catalogue of Life
4230,Morum praeclarum,"J.C. Melvill, 1919","Melvill, 1919",Catalogue of Life
4231,Mulinia lateralis,"Say, 1822","(Say, 1822)",Catalogue of Life
4233,Murex adustus,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4234,Murex brandaris,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4235,Murex brevispina,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4241,Murex florifer,"L.A. Reeve, 1846","Reeve, 1846",Catalogue of Life
4244,Murex martinianus,"L. Pfeiffer, 1840","Reeve, 1845",Catalogue of Life
4245,Murex maurus,"W.J. Broderip, 1833","Broderip, 1833",Catalogue of Life
4247,Murex pomum,"Auct. non J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4249,Murex ramosus,"(C. Linnaeus, 1758)","Linnaeus, 1758",Catalogue of Life
4251,Murex recurvirostris,"(W.J. Broderip, 1833)","Broderip, 1833",Catalogue of Life
4252,Murex spinosus,"A. Adams, 1853","A. Adams, 1853",Catalogue of Life
4253,Murex ternispina,"M.M. Schepman, 1911","Lamarck, 1822",Catalogue of Life
4255,Murex tribulus,"J.H. Chemnitz, 1793","Linnaeus, 1758",Catalogue of Life
4258,Murex troscheli,"C.E. Lischke, 1868","Lischke, 1868",Catalogue of Life
4261,Murexsul nothokieneri,"E.H. Vokes, 1978","E. H. Vokes, 1978",Catalogue of Life
4268,Musculus cumingianus,"(L.A. Reeve, 1857)","(Reeve, 1857)",Catalogue of Life
4269,Musculus cuneatus,"A.A. Gould, 1861","(Gould, 1861)",Catalogue of Life
4270,Musculus impactus,"(J. Hermann, 1782)","(Hermann, 1782)",Catalogue of Life
4271,Mutela alata,"(I. Lea, 1864)","(I. Lea, 1864)",Catalogue of Life
4272,Mutela bourguignati,"J.R. Bourguignat, 1885","Bourguignat, 1886",Catalogue of Life
4273,Mutela hargeri,"(E.A. Smith, 1908)","E.A. Smith, 1908",Catalogue of Life
4274,Mutela zambesiensis,"G. Mandahl-Barth, 1988","Mandahl-Barth, 1988",Catalogue of Life
4275,Mya arenaria,"J.S. Schröter, 1779","Linnaeus, 1758",Catalogue of Life
4276,Myadora striata,"(J.R.C. Quoy & J.P. Gaimard, 1835)","(Quoy & Gaimard, 1835)",Catalogue of Life
4277,Myosotella myosotis,"(J.P.R. Draparnaud, 1801)","(Draparnaud, 1801)",Catalogue of Life
4279,Mysia undata,"(T. Pennant, 1777)","(Pennant, 1777)",Catalogue of Life
4280,Mytilus achatinus,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
4281,Mytilus canaliculus,"W.H. Dall, 1876","Gmelin, 1791",Catalogue of Life
4282,Mytilus crenatus,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
4283,Mytilus edulis,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4284,Mytilus falcatus,"Goldfuss, 1837","d'Orbigny, 1846",WoRMS
4285,Mytilus galloprovincialis,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
4286,Mytilus maorianus,"T. Iredale, 1915","Iredale, 1915",Catalogue of Life
4288,Mytilus planulatus,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
4292,Nacella magellanica,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4293,Nacella mytilina,"(G.S. Helbling, 1779)","(Helbling, 1779)",Catalogue of Life
4296,Nassa desmoulioides,"G.B. III Sowerby, 1903","G. B. Sowerby III, 1903",Catalogue of Life
4297,Nassa francolina,"(J.G. Bruguière, 1789)","(Bruguière, 1789)",Catalogue of Life
4298,Nassa sertum,"J.G. Bruguière, 1789",Boug.,MCZbase
4299,Nassaria gracilis,"G.B. III Sowerby, 1902","G. B. Sowerby III, 1902",Catalogue of Life
4301,Nassarius albescens,"R.W. Dunker, 1846","(Dunker, 1846)",Catalogue of Life
4303,Nassarius algidus,"(L.A. Reeve, 1853)","(Reeve, 1853)",Catalogue of Life
4304,Nassarius ambiguus,R. Pulteney,"(Pulteney, 1799)",ITIS
4305,Nassarius analogicus,"G.B. III Sowerby, 1903","(Sowerby, 1903)",Catalogue of Life
4307,Nassarius bicallosus,"(E.A. Smith, 1876)","(E. A. Smith, 1876)",Catalogue of Life
4308,Nassarius caelatus,"Auct. non A. Adams, 1852","(A. Adams, 1852)",Catalogue of Life
4309,Nassarius callospira,"(A. Adams, 1852)","(A. Adams, 1852)",Catalogue of Life
4310,Nassarius canaliculatus,"J.B.P.A. Lamarck, 1822 †","(Lamarck, 1822)",Catalogue of Life
4312,Nassarius capensis,"(R.W. Dunker, 1846)","(Dunker, 1846)",Catalogue of Life
4313,Nassarius castus,"Auct. non A.A. Gould, 1850","(Gould, 1850)",Catalogue of Life
4314,Nassarius clathratus,"(Born, 1778) †","(Born, 1778)",Catalogue of Life
4315,Nassarius concinnus,"(W.L. Powys, 1835)","(Powys, 1835)",Catalogue of Life
4316,Nassarius conoidalis,"(G.P. Deshayes, 1832)","(Deshayes, 1833)",Catalogue of Life
4318,Nassarius coronatus,"(J.G. Bruguière, 1789)","(Bruguière, 1789)",Catalogue of Life
4319,Nassarius dentifer,"(W.L. Powys, 1835)","(Powys, 1835)",Catalogue of Life
4320,Nassarius desmoulioides,"(G.B. III Sowerby, 1903)","(G. B. Sowerby III, 1903)",Catalogue of Life
4321,Nassarius dorsatus,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
4322,Nassarius fenestratus,"F.P. Marrat, 1877","Nassarius (Niotha) fenestratus (Marrat, 1877)",Catalogue of Life
4323,Nassarius fenwicki,"R.N. Kilburn, 1972","Kilburn, 1972",Catalogue of Life
4325,Nassarius filosus,"(L.A. Reeve, 1853)","(Reeve, 1853)",Catalogue of Life
4326,Nassarius formosus,"(W.H. Turton, 1932)","(W. H. Turton, 1932)",Catalogue of Life
4327,Nassarius fossatus,"(A.A. Gould, 1850)","(Gould, 1850)",Catalogue of Life
4328,Nassarius gaudiosus,"(R.B. Hinds, 1844)","(Hinds, 1844)",Catalogue of Life
4329,Nassarius glans,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4332,Nassarius graniferus,"(L.C. Kiener, 1834)","(Kiener, 1834)",Catalogue of Life
4333,Nassarius hirtus,"(L.C. Kiener, 1834)","(Kiener, 1834)",Catalogue of Life
4334,Nassarius horridus,"R.W. Dunker, 1847","(Dunker, 1847)",Catalogue of Life
4335,Nassarius incrassatus,"H. Strøm, 1768 †","Nassarius (Hinia) incrassatus (Strøm, 1768)",Catalogue of Life
4337,Nassarius kochianus,"(R.W. Dunker, 1846)","(Dunker, 1846)",Catalogue of Life
4338,Nassarius kraussianus,"(R.W. Dunker, 1846)","(Dunker, 1846)",Catalogue of Life
4339,Nassarius livescens,"(R.A. Philippi, 1849)","(Philippi, 1849)",Catalogue of Life
4341,Nassarius margaritifera,"R.W. Dunker, 1847","(Dunker, 1847)",Catalogue of Life
4342,Nassarius mendicus,"(A.A. Gould, 1850)","(Gould, 1850)",Catalogue of Life
4344,Nassarius monilis,"L.C. Kiener, 1834","(Kiener, 1834)",Catalogue of Life
4345,Nassarius muiri,"K.H. Barnard, 1959","(Barnard, 1959)",Catalogue of Life
4346,Nassarius multipunctatus,"(M.M. Schepman, 1911)","(Schepman, 1911)",Catalogue of Life
4348,Nassarius natalensis,"(E.A. Smith, 1903)","(E. A. Smith, 1903)",Catalogue of Life
4349,Nassarius obsoletus,"T. Say, 1822 †","Nassarius (Ilyanassa) obsoletus (Say, 1822)",Catalogue of Life
4350,Nassarius olivaceus,"Bruguiére, 1789","(Bruguière, 1789)",Catalogue of Life
4352,Nassarius pauperatus,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
4353,Nassarius perpinguis,"(R.B. Hinds, 1844)","(Hinds, 1844)",Catalogue of Life
4354,Nassarius pictus,"R.W. Dunker, 1846","(Dunker, 1846)",Catalogue of Life
4355,Nassarius plebejus,"(K.H.J. Thiele, 1925)","(Thiele, 1925)",Catalogue of Life
4356,Nassarius plicatellus,"A. Adams, 1852","Nassarius (Zeuxis) plicatellus (A. Adams, 1852)",Catalogue of Life
4358,Nassarius pyramidalis,"(A. Adams, 1853)","(A. Adams, 1853)",Catalogue of Life
4359,Nassarius quantulus,"(A.A. Gould, 1860)","(Gould, 1860)",Catalogue of Life
4363,Nassarius signatus,"(R.W. Dunker, 1847)","(Hörnes, 1852)",Catalogue of Life
4364,Nassarius siquijorensis,"A. Adams, 1852 †","(A. Adams, 1852)",Catalogue of Life
4365,Nassarius speciosus,"(A. Adams, 1852)","(A. Adams, 1852)",Catalogue of Life
4366,Nassarius suturalis,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
4367,Nassarius taenius,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
4369,Nassarius thersites,"J.G. Bruguière, 1789","Nassarius (Plicarcularia) thersites (Bruguière, 1789)",Catalogue of Life
4370,Nassarius tiarula,"(L.C. Kiener, 1841)","(Kiener, 1841)",Catalogue of Life
4373,Nassarius vinctus,"(F.P. Marrat, 1877)","(Marrat, 1877)",Catalogue of Life
4377,Nata erugata,"Herbert & Moussalli, 2016","Herbert & Moussali, 2016",Catalogue of Life
4379,Nata vernicosa,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
4381,Nata watsoni,"Herbert & Moussalli, 2016","Herbert & Moussali, 2016",Catalogue of Life
4382,Natalina beyrichi,"(E.C. Von Martens, 1890)","(E. von Martens, 1890)",Catalogue of Life
4383,Natalina cafra,"(A.E.J. Férussac, 1821)","(A. Férussac, 1821)",Catalogue of Life
4385,Natalina quekettiana,"(J.C. Melvill & J.H. Ponsonby, 1893)","(Melvill & Ponsonby, 1893)",Catalogue of Life
4386,Natalina wesseliana,"(W. Kobelt, 1876)","(Kobelt, 1876)",Catalogue of Life
4387,Natica alapapilionis,"J.H. Chemnitz, 1781 †","Natica (Naticarius) alapapilionis (Roding, 1798)",Catalogue of Life
4388,Natica canrena,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4390,Natica catenata,"Philippi, 1853","Locard, 1886",Catalogue of Life
4393,Natica forata,"L.A. Reeve, 1855","Reeve, 1855",Catalogue of Life
4394,Natica fulminea,"J.B.P.A. Lamarck, 1822","(Gmelin, 1791)",Catalogue of Life
4395,Natica gallapagosa,"C.A. Récluz, 1844","Récluz, 1844",Catalogue of Life
4396,Natica genuana,"L.A. Reeve, 1855","Reeve, 1855",Catalogue of Life
4397,Natica gualteriana,"M. Couturier, 1907","Récluz, 1844",Catalogue of Life
4398,Natica hebraea,"Auct. non T. Martyn, 1784","(Martyn, 1786)",Catalogue of Life
4399,Natica intricata,"E. Donovan, 1804","Natica (Payraudeautia) intricata (Donovan, 1804)",Catalogue of Life
4401,Natica livida,"G.W. Nowell-Usticke, 1959","Pfeiffer, 1840",Catalogue of Life
4402,Natica maculata,"G.P. Deshayes, 1838","Perry, 1811",Catalogue of Life
4403,Natica manceli,"F.P. Jousseaume, 1874","Jousseaume, 1874",Catalogue of Life
4404,Natica marochiensis,"J.R.C. Quoy & J.P. Gaimard, 1833","(Gmelin, 1791)",Catalogue of Life
4405,Natica millepunctata,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4407,Natica onca,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
4409,Natica pusilla,"A.A. Gould, 1841","Gould, 1841",Catalogue of Life
4410,Natica queketti,"G.B. III Sowerby, 1894","G. B. Sowerby III, 1894",Catalogue of Life
4412,Natica seychellium,"R.B. Watson, 1886","R. B. Watson, 1886",Catalogue of Life
4413,Natica simplex,"M.M. Schepman, 1909","G. B. Sowerby III, 1897",Catalogue of Life
4414,Tectonatica tecta,"H.E. Anton, 1838","(Anton, 1838)",Catalogue of Life
4415,Natica vitellus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4416,Natica zelandica,"J.R.C. Quoy & J.P. Gaimard, 1832","Quoy & Gaimard, 1832",Catalogue of Life
4417,Naudedrillia praetermissa,"(E.A. Smith, 1904)","(E. A. Smith, 1904)",Catalogue of Life
4418,Nautilus pompilius,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4420,Neobuccinum eatoni,"(E.A. Smith, 1875)","(E. A. Smith, 1875)",Catalogue of Life
4421,Neocancilla clathrus,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4422,Neocancilla granatina,"J.B.P.A. Lamarck, 1811","(Lamarck, 1811)",Catalogue of Life
4424,Neocancilla pretiosa,"(L.A. Reeve, 1844)","(Reeve, 1844)",Catalogue of Life
4431,Neotrigonia bednalli,"Verco, 1907","(Verco, 1907)",Catalogue of Life
4432,Neotrigonia margaritacea,"W.T. Bednall, 1878","(Lamarck, 1804)",Catalogue of Life
4433,Neptunea antiqua,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4434,Buccipagoda bonaespei,"(Barnard, 1963)","(Barnard, 1963)",Catalogue of Life
4435,Neptunea decemcostata,"T. Say, 1826","(Say, 1826)",Catalogue of Life
4436,Neptunea lyrata,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4437,Neptunea stilesi,"A.G. Smith, 1968","A. G. Smith, 1968",Catalogue of Life
4438,Neptunea tabulata,"(W. Baird, 1863)","(Baird, 1863)",Catalogue of Life
4439,Neptuneopsis gilchristi,"G.B. III Sowerby, 1898","G. B. Sowerby III, 1898",Catalogue of Life
4440,Nerita albicilla,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4442,Nerita ascensionis,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4443,Nerita aterrima,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4444,Nerita atramentosa,"E.A. Smith, 1884","Reeve, 1855",Catalogue of Life
4445,Nerita balteata,"Reeve, 1855","Reeve, 1855",Catalogue of Life
4446,Nerita chamaeleon,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4447,Nerita costata,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4448,Nerita fulgurans,"Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4449,Nerita funiculata,"K.T. Menke, 1851","Menke, 1850",Catalogue of Life
4450,Nerita gemmulata,"L.A. Reeve, 1857",,
4451,Nerita grossa,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4452,Nerita histrio,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4454,Nerita lineata,"Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4455,Nerita peloronta,"Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4456,Nerita picea,"C.A. Récluz, 1841","Récluz, 1841",Catalogue of Life
4457,Nerita plicata,"Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4458,Nerita polita,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4460,Nerita sanguinolenta,"K.T. Menke, 1829","Menke, 1829",Catalogue of Life
4461,Nerita scabricosta,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4462,Nerita senegalensis,"Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4463,Nerita signata,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4464,Nerita tessellata,"Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4465,Nerita textilis,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4466,Nerita umlaasiana,"C.F.F. von Krauss, 1848","F. Krauss, 1848",Catalogue of Life
4467,Nerita undata,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
4468,Nerita versicolor,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
4470,Neritina chrysocolla,"(A.A. Gould, 1848)","A. Gould, 1847",Catalogue of Life
4471,Neritina communis,"(J.R.C. Quoy & J.P. Gaimard, 1832)","(Quoy & Gaimard, 1832)",MCZbase
4472,Neritina gagates,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4473,Neritina granosa,"G.B. I Sowerby, 1825","G. B. Sowerby I, 1825",Catalogue of Life
4475,Neritina natalensis,"L.A. Reeve, 1855","Reeve, 1856",Catalogue of Life
4476,Neritina picta,"(Sacco, 1896) †","G. B. Sowerby I, 1833",Catalogue of Life
4477,Neritina plumbea,"G.B. I Sowerby, 1849","G. B. Sowerby II, 1849",Catalogue of Life
4478,Neritina pulligera,"(C. Linnaeus, 1767)","(Linnaeus, 1767)",Catalogue of Life
4480,Neritina turrita,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
4481,Neritina vespertina,"T. Nuttall in J.C. Jay, 1839","G. B. Sowerby II, 1849",Catalogue of Life
4482,Neritina violacea,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4483,Neritina virginea,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4484,Neritina waigiensis,"(R.P. Lesson, 1831)","Lesson, 1831",Catalogue of Life
4485,Neritina zebra,"(J.G. Bruguière, 1792)","(Bruguière, 1792)",Catalogue of Life
4486,Neritina ziczac,"(J.B.P.A. Lamarck, 1816)","Etheridge, 1879",Catalogue of Life
4487,Neritodryas cornea,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4488,Neritodryas dubia,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
4489,Neritopsis radula,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4490,Nesopupa farquhari,"H.A. Pilsbry, 1917","Pilsbry, 1917",Catalogue of Life
4491,Nesopupa griqualandica,"(J.C. Melvill & J.H. Ponsonby, 1893)","Nesopupa (Afripupa) griqualandica (Melvill & Ponsonby, 1893)",Catalogue of Life
4492,Neverita didyma,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4493,Nihonia australis,"(A.F.P.M. de Roissy, 1805)","(Roissy, 1805)",Catalogue of Life
4495,Nodilittorina africana,"C.F.F. von Krauss in R.A. Philippi, 1847","(F. Krauss in Philippi, 1847)",Catalogue of Life
4496,Nodilittorina granularis,"J.E. Gray, 1839","(Gray, 1839)",Catalogue of Life
4497,Nodilittorina knysnaensis,"C.F.F. von Krauss in R.A. Philippi, 1847","(F. Krauss in Philippi, 1847)",Catalogue of Life
4498,Nodilittorina natalensis,"R.A. Philippi, 1847","Nodilittorina (Nodilittorina) natalensis (Philippi, 1847)",Catalogue of Life
4499,Nodilittorina pyramidalis,"Quoy, 1834","(Quoy & Gaimard, 1833)",Catalogue of Life
4501,Noetia lateralis,"L.A. Reeve, 1844","(Reeve, 1844)",Catalogue of Life
4502,Noetia ponderosa,"T. Say, 1822","(Say, 1822)",Catalogue of Life
4503,Norrisia norrisii,"(G.B. II Sowerby, 1838)","(G. B. Sowerby I, 1838)",Catalogue of Life
4504,Northia northiae,"Gray in Griffith & Pidgeon, 1833","(Gray in Griffith & Pidgeon, 1833)",Catalogue of Life
4509,Atalacmea fragilis,"Sowerby I, 1823","(G. B. Sowerby I, 1823)",Catalogue of Life
4510,Notoacmea helmsi,"E.A. Smith, 1894","(E. A. Smith, 1894)",Catalogue of Life
4511,Notoacmea pileopsis,"(Quoy & Gaimard, 1834)","(Quoy & Gaimard, 1834)",Catalogue of Life
4513,Notobryon wardi,"N.H. Odhner, 1936","Odhner, 1936",Catalogue of Life
4516,Notocypraea piperita,"(Gray, 1825)","(Gray, 1825)",Catalogue of Life
4517,Notocypraea verconis,"B.C. Cotton & F.C. Godfrey, 1932","Cotton & Godfrey, 1932",Catalogue of Life
4520,Nquma rousi,"(G.B. III Sowerby, 1886)","(G. B. Sowerby III, 1886)",Catalogue of Life
4522,Nucella dubia,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
4523,Nucella emarginata,"(G.P. Deshayes, 1839)","(Deshayes, 1839)",Catalogue of Life
4524,Nucella lamellosa,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4525,Nucella lapillus,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4526,Nucella squamosa,"(J.B.P.A. Lamarck, 1816)","(Lamarck, 1816)",Catalogue of Life
4527,Nucella wahlbergi,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
4528,Nucleolaria nucleus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4530,Nucula nucleus,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4531,Nucula proxima,"Say, 1820","Say, 1822",Catalogue of Life
4532,Nucula pulchra,"C.F.F. von Krauss, 1848","sensu Krauss, 1848",Catalogue of Life
4533,Nuculana gemmulata,"G.B. III Sowerby, 1904","G. B. Sowerby III, 1904",Catalogue of Life
4534,Numella adamsi,"(Angas, 1868)","(Angas, 1868)",Catalogue of Life
4535,Obliquaria reflexa,"C.S. Rafinesque, 1820","Rafinesque, 1820",Catalogue of Life
4537,Obovaria olivaria,"C.S. Rafinesque, 1820","(Rafinesque, 1820)",Catalogue of Life
4542,Ocenebra erinaceus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4543,Ocenebra fasciata,"G.B. II Sowerby, 1841","(G. B. Sowerby II, 1841)",Catalogue of Life
4548,Ocenebra puncturata,"G.B. III Sowerby, 1886",,
4549,Ocenebra purpuroides,"L.A. Reeve, 1845","(Reeve, 1845)",Catalogue of Life
4556,Odostomia kreffti,"G.F. Angas, 1867","Angas, 1867",Catalogue of Life
4557,Odostomia lavertinae,"E.A. Smith, 1901","E. A. Smith, 1901",Catalogue of Life
4559,Odostomia lutea,"A. Garrett, 1873","Garrett, 1873",Catalogue of Life
4563,Odostomia robusta,"C. Hedley, 1899","G. B. Sowerby III, 1901",Catalogue of Life
4566,Okenia amoenula,"(L.S.R. Bergh, 1907)","(Bergh, 1908)",Catalogue of Life
4567,Oliva annulata,"J.F. Gmelin, 1791","(Gmelin, 1791)",WoRMS
4568,Oliva atalina,"P.L. Duclos, 1835","Duclos, 1835",Catalogue of Life
4569,Oliva australis,"P.L. Duclos, 1835","Duclos, 1835",Catalogue of Life
4570,Oliva bulbosa,"(Roding, 1798) †","(Röding, 1798)",Catalogue of Life
4571,Oliva caerulea,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4572,Oliva caldania,"P.L. Duclos, 1835","Duclos, 1835",
4573,Oliva calosoma,"P.L. Duclos, 1840","Duclos, 1840",Catalogue of Life
4574,Oliva carneola,"F.P. Marrat, 1871","(Gmelin, 1791)",Catalogue of Life
4575,Oliva caroliniana,"P.L. Duclos, 1835","Duclos, 1840",Catalogue of Life
4577,Oliva concavospira,"G.B. III Sowerby, 1914","G. B. Sowerby III, 1914",Catalogue of Life
4578,Oliva elegans,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4579,Oliva episcopalis,"J.B.P.A. Lamarck, 1810","Lamarck, 1810",Catalogue of Life
4580,Oliva flammulata,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4581,Oliva fulgurator,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4583,Oliva incrassata,"(J. Lightfoot, 1786)","( [Lightfoot] , 1786)",Catalogue of Life
4584,Oliva irisans,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4585,Oliva jaspidea,"P.L. Duclos, 1835","Duclos, 1835",Catalogue of Life
4587,Oliva leucostoma,"P.L. Duclos, 1840","Duclos, 1840",Catalogue of Life
4589,Oliva maura,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4590,Oliva miniacea,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4591,Oliva mustelina,"Lamarck, 1810","Lamarck, 1811",Catalogue of Life
4592,Oliva oliva,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4593,Oliva paxillus,"L.A. Reeve, 1850","Reeve, 1850",Catalogue of Life
4594,Oliva peruviana,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4595,Oliva pica,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4597,Oliva porphyria,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4598,Oliva reticularis,"F.P. Marrat, 1870","Lamarck, 1811",Catalogue of Life
4601,Oliva sairousa,"R.N. Kilburn, 1980","Kilburn, 1980",Catalogue of Life
4602,Oliva sanguinolenta,"J.B.P.A. Lamarck, 1810","Lamarck, 1810",Catalogue of Life
4604,Oliva scitula,"F.P. Marrat, 1870","Marratt, 1870",Catalogue of Life
4605,Oliva sericea,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4606,Oliva sidelia,"F.P. Marrat, 1871","Duclos, 1840",Catalogue of Life
4607,Oliva spicata,"(Roding, 1798) †","(Röding, 1798)",Catalogue of Life
