taxonid,fullname,Author
3088,Drupa margariticola,"W.J. Broderip in W.J. Broderip & G.B. I Sowerby, 1833"
3089,Drupa marginatra,"H.M.D. de Blainville, 1832"
3090,Drupa morum,"P.F. Röding, 1798"
3091,Drupa mutica,"J.B.P.A. Lamarck, 1816"
3094,Drupa ricinus,"(C. Linnaeus, 1758)"
3095,Drupa rubusidaeus,"P.F. Röding, 1798"
3098,Drupella cornus,"(P.F. Röding, 1798)"
3101,Drupella ochrostoma,"W. Wood, 1828"
3103,Drymaeus dormani,"W.G. Binney, 1857"
3104,Duplicaria bernardii,"(Deshayes, 1857)"
3106,Duplicaria duplicata,"Lamarck, 1822"
3108,Duplicaria evoluta,"(G.P. Deshayes, 1859)"
3109,Duplicaria fictilis,"(R.B. Hinds, 1844)"
3110,Duplicaria mozambiquensis,"T. Bratcher & W.O. Cernohorsky, 1982"
3111,Duplicaria vallesia,"C. Hedley, 1912"
3112,Eastonia solanderi,"(J.E. Gray, 1837) †"
3113,Eatoniella nigra,"(D'Orbigny, 1840)"
3115,Edouardia arenicola,"W.H. Benson, 1856"
3116,Edouardia carinifera,"J.C. Melvill & J.H. Ponsonby, 1897"
3117,Edouardia natalensis,"(L. Pfeiffer, 1846)"
3118,Edouardia spadicea,"(L. Pfeiffer, 1846)"
3120,Electroma physoides,"J.B.P.A. Lamarck, 1819"
3121,Elgonocyclus koptaweliensis,"(J. Germain, 1934)"
3125,Elliptio crassidens,"J.B.P.A. Lamarck, 1819"
3127,Emarginula candida,"A. Adams, 1852"
3128,Emarginula conica,"H.C.F. Schumacher, 1817"
3129,Emarginula koon,"R.N. Kilburn, 1978"
3130,Emarginula natalensis,"K.H. Barnard, 1963"
3131,Emarginula striatula,"J.R.C. Quoy & J.P. Gaimard, 1834"
3135,Clivipollia incarnata,"(Deshayes, 1834)"
3136,Engina mendicaria,"(C. Linnaeus, 1758)"
3137,Engina natalensis,"J.C. Melvill, 1895"
3138,Engina turbinella,"(L.C. Kiener, 1836)"
3139,Engina zonalis,"(J.B.P.A. Lamarck, 1822)"
3140,Ensiculus cultellus,"Linnaeus, 1758"
3141,Ensis directus,"Conrad, 1844"
3142,Ensis ensis,"(C. Linnaeus, 1758)"
3143,Ensis siliqua,"(C. Linnaeus, 1758)"
3144,Eobania vermiculata,"O.F. Müller, 1774"
3146,Epitonium aculeatum,"(G.B. II Sowerby, 1844)"
3147,Epitonium albidum,"(D'Orbigny, 1842)"
3148,Epitonium ampactum,"T. Iredale, 1936"
3149,Epitonium angulatum,"Say, 1831"
3150,Epitonium bucknilli,"A.W.B. Powell, 1924"
3152,Epitonium championi,"W.J. Clench & H. Turner, 1952"
3154,Epitonium communis,"J.B.P.A. Lamarck, 1822"
3156,Epitonium delicatulum,"(C.B. Adams, 1869)"
3157,Epitonium dorbignyi,"P. Nyst, 1871"
3159,Epitonium eboreum,"T.C. Lan, 1976"
3161,Epitonium greenlandicum,"G. Perry, 1811"
3162,Epitonium humphreysii,"Kiener, 1838"
3163,Epitonium jukesianum,"(E. Forbes, 1852)"
3164,Epitonium kraussi,"(P. Nyst, 1871)"
3165,Epitonium krebsii,"O.A.L. Mörch, 1875"
3166,Epitonium millecostatum,"(W.H. Pease, 1861)"
3167,Epitonium minor,"A.W. Grabau & S.G. King, 1929"
3168,Epitonium multistriatum,"Say, 1826"
3169,Epitonium oppositum,"(M.E.A. de Boury, 1921)"
3171,Epitonium pyramis,"S.W. Tinker, 1952"
3172,Epitonium robillardi,"(G.B. III Sowerby, 1894)"
3173,Epitonium rupicola,"G.B. III Sowerby, 1916"
3174,Epitonium scalare,"(C. Linnaeus, 1758)"
3175,Epitonium simplex,"(G.B. III Sowerby, 1894)"
3176,Epitonium stigmaticum,"(H.A. Pilsbry, 1911)"
3177,Epitonium tenellum,"(F.W. Hutton, 1885)"
3178,Epitonium tinctum,"(P.P. Carpenter, 1864)"
3179,Epitonium tollini,"Bartsch, 1938"
3181,Epitonium zelebori,"R.W. Dunker, 1866"
3182,Erato sulcifera,"Sowerby, 1832"
3184,Ergalatax heptagonalis,"(L.A. Reeve, 1846)"
3185,Ericusa fulgetrum,"(G.B. I Sowerby, 1825)"
3186,Ericusa papillosa,"(W.J. Swainson, 1822)"
3187,Ericusa sowerbyi,"(L.C. Kiener, 1839)"
3188,Naria citrina,"(J.E. Gray, 1825)"
3189,Erosaria erosa,"J.C. Melvill, 1888"
3190,Erosaria helvola,"J.C. Melvill, 1888"
3191,Erosaria lamarckii,"(J.E. Gray, 1825)"
3192,Erosaria marginalis,"(L.W. Dillwyn, 1827)"
3193,Erronea errones,"(C. Linnaeus, 1758)"
3194,Ethalia guamensis,"(J.R.C. Quoy & J.P. Gaimard, 1834)"
3195,Etheria elliptica,"J.B.P.A. Lamarck, 1807"
3196,Ethminolia sculpta,"(G.B. Sowerby, 1897)"
3198,Euchelus lischkei,"H.A. Pilsbry, 1904"
3199,Euciroa eburnea,"(J. Wood-Mason & A. Alcock, 1891)"
3200,Eucithara novaehollandiae,"(L.A. Reeve, 1846)"
3201,Eucrassatella sowerbyi,"É. Lamy, 1917"
3202,Eudolium crosseanum,"(T.A. de M. Monterosato, 1869)"
3205,Euglandina rosea,"A.E.J. Férussac, 1821"
3207,Euhadra awaensis,"H.A. Pilsbry, 1902"
3209,Euhadra sandai,"(W. Kobelt, 1878)"
3214,Eulima dissimilis,"R.B. Watson, 1886"
3215,Eulima inconspicua,"R.B. Watson, 1897"
3218,Eulima quantilla,"W.H. Turton, 1932"
3220,Eumarcia fumigata,"Sowerby, 1853"
3222,Eumarcia paupercula,"(H.S. Holton, 1802)"
3223,Eunaticina papilla,"(J.F. Gmelin, 1791)"
3227,Euonyma laeocochlis,"J.C. Melvill & J.H. Ponsonby, 1896"
3228,Euonyma lanceolata,"(L. Pfeiffer, 1854)"
3230,Euonyma platyacme,"Melvill & Ponsonby, 1907"
3232,Euonyma terebraeformis,"Connolly, 1923"
3233,Euonyma tugelensis,"(J.C. Melvill & J.H. Ponsonby, 1897)"
3235,Eupleura caudata,"(T. Say, 1822)"
3236,Eupleura muriciformis,"(W.J. Broderip, 1833)"
3237,Eupleura nitida,"Broderip, 1833"
3238,Eupleura plicata,"Reeve, 1844"
3240,Eupleura triquetra,"Reeve, 1844"
3242,Euthria cornea,"P.M. Pallary, 1912"
3243,Euthria filmerae,"G.B. III Sowerby, 1900"
3250,Fasciolaria granosa,"Broderip, 1832"
3252,Fasciolaria hunteria,"(G. Perry, 1811)"
3253,Fasciolaria lignaria,"(C. Linnaeus, 1758)"
3255,Fasciolaria princeps,"G.B. I Sowerby, 1825"
3257,Kilburnia scholvieni,"H. Strebel, 1912"
3259,Fasciolaria tulipa,"(C. Linnaeus, 1758)"
3260,Fasciolaria wattersae,"R.N. Kilburn, 1974"
3262,Fauxulus capensis,"H.C. Küster, 1841"
3263,Anisoloma glanvilleanus,"(Ancey, 1888)"
3265,Tomigerella layardi,"(W.H. Benson, 1856)"
3266,Anisoloma mcbeanianus,"J.C. Melvill & J.H. Ponsonby, 1901"
3267,Anisoloma pereximius,"(M & P, 1897)"
3268,Anisoloma ponsonbyanus,"Morelet, 1839"
3270,Favartia cellulosa,"Conrad, 1846"
3271,Favartia natalensis,"(E.A. Smith, 1906)"
3272,Felaniella subradiata,"(G.B. III Sowerby, 1892)"
3273,Festilyria africana,"(L.A. Reeve,, 1856)"
3274,Festilyria ponsonbyi,"(E.A. Smith, 1901)"
3275,Ficadusta barclayi,"(L.A. Reeve, 1857)"
3276,Ficus communis,"P.F. Röding, 1798"
3278,Ficus ficus,"(C. Linnaeus, 1758)"
3279,Ficus gracilis,"(G.B. I Sowerby, 1825)"
3281,Fimbria fimbriata,"Linnaeus, 1758"
3282,Fimbria soverbii,"(L.A. Reeve, 1842)"
3283,Finella natalensis,"(E.A. Smith, 1899)"
3284,Fissidentalium exasperatum,"(G.B. III Sowerby, 1903)"
3286,Fissurella barbadensis,"H.A. Pilsbry, 1890"
3287,Fissurella lata,"GB Sowerby I, 1835"
3288,Fissurella macrotrema,"G.B. I Sowerby, 1835"
3289,Fissurella mutabilis,"G.B. I Sowerby, 1835"
3290,Fissurella natalensis,"C.F.F. von Krauss, 1848"
3291,Fissurella rosea,"Gmelin, 1791"
3292,Fissurella volcano,"Reeve, 1849"
3295,Fluxina solarium,"K.H. Barnard, 1963"
3296,Forreria belcheri,"(R.B. Hinds, 1843)"
3299,Fragum unedo,"Linnaeus, 1758"
3302,Fulgoraria rupestris,"(J.F. Gmelin, 1791)"
3306,Fusconaia flava,"C.S. Rafinesque, 1820"
3309,Fusinus africanae,"(K.H. Barnard, 1959)"
3310,Fusinus africanus,"G.B. III Sowerby, 1897"
3311,Fusinus ambustus,"(A.A. Gould, 1853)"
3312,Fusinus australis,"(J.R.C. Quoy & J.P. Gaimard, 1833)"
3313,Fusinus boettgeri,"(H. von Maltzan, 1884)"
3314,Fusinus bonaespei,"(K.H. Barnard, 1959)"
3315,Fusinus colpoicus,"(W.H. Dall, 1909)"
3316,Fusinus colus,"(C. Linnaeus, 1758)"
3317,Fusinus couei,"(S.A.A. Petit De La Saussaye, 1853)"
3318,Fusinus cratis,"R.N. Kilburn, 1973"
3319,Fusinus dupetitthouarsi,"(L.C. Kiener, 1840)"
3320,Fusinus eucosmius,"W.H. Dall, 1889"
3322,Fusinus fredbakeri,"H.N. Lowe, 1935"
3326,Fusinus novaehollandiae,"(L.A. Reeve, 1848)"
3327,Fusinus ocelliferus,"J.B.P.A. Lamarck, 1816"
3328,Fusinus perplexus,"(A. Adams, 1864)"
3329,Fusinus rostratus,"(A.G. Olivi, 1792)"
3333,Fusinus syracusanus,"(C. Linnaeus, 1758)"
3334,Fusinus timessus,"(W.H. Dall, 1889)"
3338,Fusitriton laudandus,"H.J. Finlay, 1927"
3339,Fusitriton magellanicus,"Chemnitz, 1788"
3340,Fusitriton murrayi,"E.A. Smith, 1891"
3341,Fusitriton oregonensis,"Redfield, 1846"
3342,Fusivoluta barnardi,"H.A. Rehder, 1969"
3343,Fusivoluta blaizei,"(K.H. Barnard, 1959)"
3344,Fusivoluta clarkei,"H.A. Rehder, 1969"
3345,Gafrarium alfredense,"(P. Bartsch, 1915)"
3346,Gafrarium divaricatum,"(J.F. Gmelin, 1791)"
3347,Gafrarium pectinatum,"(C. Linnaeus, 1758)"
3348,Gafrarium tumidum,"P.F. Röding, 1798"
3349,Galeodea echinophora,"(C. Linnaeus, 1758)"
3350,Gari depressa,"(T. Pennant, 1777)"
3351,Gari gari,"V. Bertin, 1880"
3353,Gari lineolata,"(J.E. Gray, 1835)"
3354,Gari pallida,"(G.P. Deshayes, 1855)"
3355,Gari stangeri,"(J.E. Gray, 1843)"
3356,Gastrana matadoa,"(J.F. Gmelin, 1791)"
3357,Gemma gemma,"(J.G. Totten, 1834)"
3358,Gemmula congener,"(E.A. Smith, 1894)"
3359,Gemmula cosmoi,"E.R. Sykes, 1930"
3361,Gemmula rosario,"T. Shikama, 1977"
3362,Gemmula thielei,"H.J. Finlay, 1930"
3364,Gemmula webberae,"R.N. Kilburn, 1975"
3367,Gibbula ardens,"(C.U.A. von Salis-Marschlins, 1793)"
3368,Gibbula beckeri,"G.B. III Sowerby, 1901"
3369,Gibbula benzi,"(C.F.F. von Krauss, 1848)"
3370,Gibbula capensis,"(J.F. Gmelin, 1791)"
3371,Gibbula cicer,"(K.T. Menke, 1844)"
3372,Gibbula cineraria,"Auct. non C. Linnaeus, 1758"
3373,Gibbula divaricata,"Auct. non C. Linnaeus, 1758"
3374,Gibbula magus,"Auct. non C. Linnaeus, 1758"
3375,Gibbula multicolor,"(C.F.F. von Krauss, 1848)"
3377,Gibbula tryoni,"H.A. Pilsbry, 1889"
3379,Gibbula zonata,"J.G. Jeffreys, 1856"
3380,Gittenedouardia arenicola,"(Benson, 1856)"
3381,Gittenedouardia carinifera,"(Melvill & Ponsonby, 1897)"
3383,Gittenedouardia dimera,"(M & P, 1901)"
3386,Gittenedouardia natalensis,"(Pfeiffer, 1846)"
3388,Gittenedouardia spadicea,"(Pfeiffer, 1846)"
3389,Glauconome rugosa,"S.C.T. Hanley, 1843"
3390,Glaucus atlanticus,"F. Forster, 1777"
3392,Glycymeris connollyi,"J.R. le B. Tomlin, 1926"
3393,Glycymeris diaphorus,"W.H. Dall, 1916"
3395,Glycymeris flammea,"(L.A. Reeve, 1843)"
3397,Glycymeris gigantea,"Reeve, 1843"
3398,Glycymeris glycymeris,"(Linnaeus, 1758)"
3399,Glycymeris insubrica,"G.B. Brocchi, 1814"
3400,Glycymeris longior,"Sowerby, 1832"
3401,Glycymeris maculata,"Broderip, 1832"
3402,Glycymeris modesta,"(G.F. Angas, 1879)"
3403,Glycymeris queketti,"(G.B. III Sowerby, 1897)"
3404,Glycymeris radians,"(J.B.P.A. Lamarck, 1819)"
3405,Glycymeris vestita,"R.W. Dunker, 1877"
3408,Godiva quadricolor,"(K.H. Barnard, 1927)"
3415,Granata sulcifera,"(J.B.P.A. Lamarck, 1822)"
3419,Granulifusus niponicus,"(E.A. Smith, 1879)"
3420,Granulina algoensis,"E.A. Smith, 1901"
3421,Granulina aphanospira,"J.R. le B. Tomlin, 1913"
3423,Gregariella petagnae,"(A. Scacchi, 1832)"
3425,Guildfordia triumphans,"(R.A. Philippi, 1841)"
3426,Gulella adamsiana,"(L. Pfeiffer, 1859)"
3429,Gulella aprosdoketa,"M. Connolly, 1939"
3430,Gulella arnoldi,"(R. Sturany, 1898)"
3432,Gulella bowkerae,"(M & P, 1892)"
3438,Gulella claustralis,"M. Connolly, 1939"
3444,Gulella crassidens,"(L. Pfeiffer, 1859)"
3445,Gulella daedalea,"(J.C. Melvill & J.H. Ponsonby, 1903)"
3448,Gulella deviae,"Herbert, 2006"
3449,Gulella discrepans,"(Sturany, 1898)"
3454,Gulella farquhari,"(Melvill & Ponsonby, 1895)"
3455,Gulella formosa,"T. Kira, 1955"
3457,Gulella fraudator,"Connolly, 1939"
3458,Gulella gouldi,"(L. Pfeiffer, 1856)"
3462,Gulella herberti,"A.C. van Bruggen, 2004"
3465,Gulella infans,"(A. Craven, 1880)"
3466,Gulella infrendens,"(E.C. Von Martens, 1866)"
3467,Gulella instabilis,"(Sturany, 1898)"
3468,Gulella isipingoensis,"(R. Sturany, 1898)"
3473,Gulella kraussi,L. Pfeiffer
3476,Gulella mariae,"(M & P, 1892)"
3479,Gulella menkeana,"(L. Pfeiffer, 1853)"
3481,Gulella minuta,"(P.M.A. Morelet, 1889)"
3483,Gulella multidentata,"(R. Sturany, 1898)"
3485,Gulella natalensis,"(Craven, 1880)"
3488,Gulella obovata,"(L. Pfeiffer, 1855)"
3493,Gulella pentodon,"(P.M.A. Morelet, 1889)"
3494,Gulella perplexa,"Connolly, 1939"
3496,Gulella phyllisae,"Burnup, 1925"
3497,Gulella planti,"(L. Pfeiffer, 1855)"
3500,Gulella ponsonbyi,"(Burnup, 1914)"
3502,Gulella puzeyi,"M. Connolly, 1939"
3505,Gulella rogersi,"(J.C. Melvill & J.H. Ponsonby, 1898)"
3507,Gulella salpinx,"D.G. Herbert, 2002"
3511,Gulella sylvia,"(Melvill & Ponsonby, 1903)"
3512,Gulella tharfieldensis,"(J.C. Melvill & J.H. Ponsonby, 1893)"
3514,Gulella triglochis,"(J.C. Melvill & J.H. Ponsonby, 1903)"
3523,Gyrineum gyrinum,"(C. Linnaeus, 1758)"
3524,Gyrineum perca,"G. Perry, 1811"
3525,Gyrineum pulchellum,"Sowerby, 1825"
3526,Gyrineum pusillum,"(W.J. Broderip, 1833)"
3527,Gyroscala coronata,"J.B.P.A. Lamarck, 1816"
3528,Gyroscala lamellosa,"J.B.P.A. Lamarck, 1822"
3529,Haliotis asinina,"Linnaeus, 1758"
3531,Haliotis australis,"J.F. Gmelin, 1791"
3533,Haliotis coccoradiata,"L.A. Reeve, 1846"
3535,Haliotis corrugata,"W. Wood, 1828"
3537,Haliotis cyclobates,"F. Péron & C.A. Lesueur, 1816"
3538,Haliotis discus,"L.A. Reeve, 1846"
3539,Haliotis diversicolor,"L.A. Reeve, 1846"
3541,Haliotis fulgens,"R.A. Philippi, 1845"
3542,Haliotis gigantea,"J.F. Gmelin, 1791"
3543,Haliotis glabra,"W.J. Swainson, 1822"
3544,Haliotis iris,"J.F. Gmelin, 1791"
3545,Haliotis japonica,"L.A. Reeve, 1846"
3546,Haliotis laevigata,"Donovan, 1808"
3547,Haliotis midae,"C. Linnaeus, 1758"
3548,Haliotis ovina,"J.F. Gmelin, 1791"
3549,Haliotis parva,"A. Risso, 1826"
3550,Haliotis planata,"G.B. II Sowerby, 1882"
3552,Haliotis queketti,"E.A. Smith, 1910"
3553,Haliotis roei,"Gray, 1826"
3554,Haliotis ruber,"W.E. Leach, 1814"
3555,Haliotis rufescens,"W.J. Swainson, 1822"
3556,Haliotis scalaris,"(W.E. Leach, 1814)"
3557,Haliotis semiplicata,"K.T. Menke, 1843"
3559,Haliotis sorenseni,"P. Bartsch, 1940"
3560,Haliotis spadicea,"E. Donovan, 1808"
3562,Haliotis tuberculata,"C. Linnaeus, 1758"
3563,Haliotis varia,A. Risso
3564,Haliotis virginea,"L.A. Reeve, 1846"
3565,Haminoea alfredensis,"(P. Bartsch, 1915)"
3566,Haminoea gracilis,"(G.B. III Sowerby, 1897)"
3567,Haminoea strongi,"F.C. Baker & G.D. Hanna, 1927"
3568,Haminoea zelandiae,"(J.E. Gray, 1843)"
3569,Harpa amouretta,"P.F. Röding, 1798"
3570,Harpa cabriti,"Fischer, 1860"
3571,Harpa costata,"(C. Linnaeus, 1758)"
3572,Harpa crenata,"W.J. Swainson, 1822"
3573,Harpa davidis,"P.F. Röding, 1798"
3574,Harpa doris,"P.F. Röding, 1798"
3575,Harpa harpa,"(C. Linnaeus, 1758)"
3576,Harpa major,"P.F. Röding, 1798"
3577,Harpa ventricosa,"J.B.P.A. Lamarck, 1816"
3578,Hastula albula,"(K.T. Menke, 1843)"
3580,Impages apicitincta,"G.B. III Sowerby, 1900"
3581,Impages cinerea,"I. von Born, 1778"
3582,Hastula diversa,"E.A. Smith, 1877, 1901"
3583,Hastula hastata,"Gmelin, 1791"
3584,Hastula hectica,"(C. Linnaeus, 1758)"
3585,Hastula lanceata,"(C. Linnaeus, 1767)"
3589,Hastula penicillata,"(R.B. Hinds, 1844)"
3590,Hastula rufopunctata,"(E.A. Smith, 1877)"
3592,Haumea juddi,"W.H. Dall, P. Bartsch & H.A. Rehder, 1938"
3593,Haustrum haustorium,"(J.F. Gmelin, 1791)"
3594,Hedleyella falconeri,"(J.E. Gray, 1834)"
3595,Helcion concolor,"(Krauss, 1848)"
3596,Helcion dunkeri,"(C.F.F. von Krauss, 1848)"
3598,Helcion pectunculus,"(J.F. Gmelin, 1791)"
3599,Patella pellucida,"(Linne, 1758)"
3600,Helcion pruinosus,"(C.F.F. von Krauss, 1848)"
3602,Heliacus areola,"(J.F. Gmelin, 1791)"
3603,Heliacus dorsuosus,"Y. Hirase, 1954"
3604,Heliacus implexus,"(J.W. Mighels, 1845)"
3605,Heliacus infundibuliformis,"(J.F. Gmelin, 1791)"
3606,Heliacus trochoides,"(G.P. Deshayes, 1830)"
3607,Heliacus variegatus,"(J.F. Gmelin, 1791)"
3608,Helicostyla satyrus,"(W.J. Broderip, 1841)"
3609,Helisoma anceps,"(K.T. Menke, 1830)"
3610,Helisoma antrosa,"T.A. Conrad, 1834"
3611,Helisoma campanulatum,"T. Say, 1821"
3612,Helisoma duryi,"(A. Wetherby, 1879)"
3614,Helisoma trivolvis,"(T. Say, 1817)"
3617,Helix jervisensis,"J.R.C. Quoy & J.P. Gaimard, 1832"
3625,Hemifusus ternatanus,"Gmelin, 1791"
3626,Hemifusus tuba,"(J.F. Gmelin, 1791)"
3629,Herpetopoma aspersa,"(Philippi, 1846)"
3630,Herpetopoma scabriusculum,"(A. Adams & G.F. Angas, 1867)"
3632,Heteranomia squamula,"(C. Linnaeus, 1758)"
3633,Heterodonax bimaculatus,"Linnaeus, 1758"
3634,Heterodonax ludwigii,"(C.F.F. von Krauss, 1848)"
3635,Hexaplex cichoreum,"(J.F. Gmelin, 1791)"
3636,Hexaplex erythrostomus,"(Swainson, 1831)"
3637,Hexaplex fulvescens,"Sowerby, 1834"
3640,Hexaplex princeps,"(W.J. Broderip, 1833)"
3641,Hexaplex radix,"(J.F. Gmelin, 1791)"
3642,Hexaplex stainforthi,"(L.A. Reeve, 1843)"
3643,Hexaplex trunculus,"(C. Linnaeus, 1758)"
3644,Hiatella arctica,"(C. Linnaeus, 1767)"
3645,Hiatula clouei,"V. Bertin, 1880"
3646,Hiatula diphos,"(C. Linnaeus, 1771)"
3647,Hiatula lunulata,"(G.P. Deshayes, 1855)"
3648,Hindsia acapulcana,"H.A. Pilsbry & H.N. Lowe, 1932"
3651,Hinnites distorta,"E.M. Da Costa, 1778"
3653,Hipponix acutus,"J.R.C. Quoy & J.P. Gaimard, 1835"
3654,Hipponix antiquatus,"Linnaeus, 1767"
3655,Hipponix conicus,"Schumacher, 1817"
3656,Hipponix pilosus,"G.P. Deshayes, 1832"
3657,Hippopus hippopus,"Linnaeus, 1758"
3658,Hippopus maculatus,"J.B.P.A. Lamarck, 1801"
3659,Homalocantha anatomica,"(G. Perry, 1811)"
3660,Homalocantha scorpio,"(C. Linnaeus, 1758)"
3661,Homalopoma africanum,"(Bartsch, 1915)"
3662,Homalopoma baculum,"(P.P. Carpenter, 1864)"
3664,Homalopoma carpenteri,"H.A. Pilsbry, 1888"
3665,Homalopoma quantillum,"(A.A. Gould, 1861)"
3666,Homalopoma rotundatum,"(G.B. III Sowerby, 1892)"
3667,Hormospira maculosa,"(G.B. I Sowerby, 1834)"
3672,Hyalina cylindrica,"(G.B. II Sowerby, 1846)"
3673,Hyalina electrina,"(G.B. III Sowerby, 1892)"
3674,Hyalina keenii,"(F.P. Marrat, 1871)"
3675,Hyalina lucida,"(F.P. Marrat, 1877)"
3678,Hyalina torticulum,"W.H. Dall, 1881"
3681,Hydatina aplustre,"C. Linnaeus, 1758"
3682,Hydatina cinctoria,"G. Perry, 1811"
3683,Hydatina physis,"(C. Linnaeus, 1758)"
3684,Hydatina zonata,"(J. Lightfoot, 1786)"
3685,Hydrobia dubia,"J.A. Schlosser, 1907"
3686,Hydrocena noticola,"Benson, 1856"
3687,Hyotissa hyotis,"Linnaeus, 1758"
3689,Hypselodoris capensis,"(K.H. Barnard, 1927)"
3692,Imbricaria conularis,"(Lamarck, 1811)"
3694,Pterygia punctata,"(W.J. Swainson, 1821)"
3697,Iphigenia brasiliensis,"( Lamarck, 1818)"
3700,Iridina spekei,"S. Woodward, 1859"
3702,Irus irus,"(Linnaeus, 1758)"
3703,Ischnochiton bergoti,"(C. Vélain, 1877)"
3704,Stenoplax conspicua,"(Pilsbry, 1892)"
3705,Ischnochiton oniscus,"(C.F.F. von Krauss, 1848)"
3706,Ischnochiton textilis,"(J.E. Gray, 1828)"
3707,Isognomon alatus,"Gmelin, 1791"
3708,Isognomon ephippium,"(C. Linnaeus, 1758)"
3709,Isognomon isognomon,"Linnaeus, 1758 †"
3710,Isognomon radiatus,"(H.E. Anton, 1838)"
3711,Isognomon sulcatum,"J.B.P.A. Lamarck, 1819"
3712,Janolus capensis,"L.S.R. Bergh, 1907"
3713,Janthina exigua,"J.B.P.A. Lamarck, 1816"
3714,Janthina globosa,"H.M.D. de Blainville, 1825"
3715,Janthina janthina,"(C. Linnaeus, 1758)"
3716,Janthina prolongata,"H.M.D. de Blainville, 1822"
3717,Janthina umbilicata,"D'Orbigny, 1840"
3718,Janthina violacea,"J.F. Bolten, 1798"
3721,Jenneria pustulata,"Solander, 1786"
3722,Kaliella barrakporensis,"L. Pfeiffer, 1852"
3726,Katelysia scalarina,"(J.B.P.A. Lamarck, 1818)"
3727,Katharina tunicata,"(W. Wood, 1815)"
3728,Kelletia kelletii,"Forbes, 1850"
3729,Kellia rotunda,"(G.P. Deshayes, 1856)"
3730,Kellia rotundata,"P.P. Carpenter, 1864"
3731,Kerguelenella stewartiana,"(A.W.B. Powell, 1939)"
3733,Kerkophorus scrobicolus,"Herbert, 2017"
3734,Kerkophorus terrestris,"Herbert, 2017"
3735,Kerkophorus vittarubra,"Herbert, 2017"
3737,Laevicardium australe,"G.B. II Sowerby, 1834"
3738,Laevicardium crassum,"(J.F. Gmelin, 1791)"
3739,Laevicardium laevigatum,"E.M. Da Costa, 1778"
3740,Laevicardium mortoni,"Conrad, 1831"
3741,Laevicardium substriatum,"T.A. Conrad, 1837"
3743,Laevicaulis natalensis,"(Krauss, 1848)"
3744,Lambis chiragra,"Linnaeus, 1758"
3745,Lambis crocata,"(J.H.F. Link, 1807)"
3747,Lambis lambis,"(C. Linnaeus, 1758)"
3748,Lambis millepeda,"(C. Linnaeus, 1758)"
3749,Lambis scorpius,"(C. Linnaeus, 1758)"
3750,Lambis truncata,"(J. Lightfoot, 1786)"
3751,Lambis violacea,"W.J. Swainson, 1821"
3752,Lampsilis anodontoides,"I. Lea, 1834"
3755,Lampsilis ovata,"T. Say, 1817"
3756,Lampsilis siliquoidea,"D.W. Barnes, 1823"
3760,Lanistes olivaceus,"G.B. I Sowerby, 1825"
3761,Lanistes ovum,"F.H. Troschel, 1845"
3762,Laoma ciliata,"H.H. Suter, 1894"
3763,Lasaea adansoni,"Dall, 1899"
3764,Lasaea turtoni,"P. Bartsch, 1915"
3765,Lasmigona complanata,"(D.W. Barnes, 1823)"
3766,Lasmigona compressa,"(I. Lea, 1829)"
3767,Lasmigona costata,"C.S. Rafinesque, 1820"
3768,Lataxiena fimbriata,"(R.B. Hinds, 1844)"
3769,Laternula recta,"(L.A. Reeve, 1863)"
3773,Latiaxis mawae,"(J.E. Gray in E. Griffith & E. Pidgeon, 1834)"
3775,Latirolagena smaragdulus,"(C. Linnaeus, 1758)"
3776,Latirus abnormis,"Sowerby, 1894"
3778,Latirus burnupi,"E.A. Smith, 1906"
3782,Latirus filmerae,"(G.B. III Sowerby, 1900)"
3783,Latirus filosus,"G.H. Schubert & J.A. Wagner, 1829"
3787,Latirus polygonus,"Gmelin, 1791"
3788,Latirus prismaticus,"J.F. Gmelin, 1791"
3789,Latirus rousi,"G.B. III Sowerby, 1886"
3791,Latirus tigroides,"Kilburn, 1975"
3792,Latirus turritus,"J.F. Gmelin, 1791"
3794,Lauria dadion,"(W.H. Benson, 1864)"
3795,Lauria farquhari,"(J.C. Melvill & J.H. Ponsonby, 1898)"
3796,Lavigeria grandis,"E.A. Smith, 1881"
3801,Leptodea fragilis,"C.S. Rafinesque, 1820"
3802,Leptopecten latiauratus,"(T.A. Conrad, 1837)"
3804,Leucozonia nassa,"(Gmelin, 1791)"
3805,Lienardia beckeri,"(G.B. III Sowerby, 1906)"
3806,Lienardia grayi,"(L.A. Reeve, 1845)"
3807,Lienardia ponsonbyi,"G.B. III Sowerby, 1892"
3811,Ligumia nasuta,"T. Say, 1817"
3812,Ligumia recta,"J.B.P.A. Lamarck, 1819"
3813,Liguus fasciatus,"(O.F. Müller, 1774)"
3814,Liguus virgineus,"C. Linnaeus, 1767"
3817,Lima lima,"(C. Linnaeus, 1758)"
3821,Lima scabra,"I. von Born, 1778"
3822,Lima zealandica,"Sowerby, 1876"
3823,Limacia clavigera,"(O.F. Müller, 1776)"
3825,Limaria rotundata,"(G.B. II Sowerby, 1843)"
3826,Limaria tuberculata,"Olivi, 1792"
3827,Limax flavus,"C. Linnaeus, 1758"
3828,Limicolaria martensiana,"H.B. Preston, 1913"
3829,Limopsis chuni,"K.H.J. Thiele & S.G.A. Jaeckel, 1931"
3830,Limopsis forskalii,"A. Adams, 1863"
3832,Limopsis straminea,"E.A. Smith, 1885"
3833,Linatella caudata,"(J.F. Gmelin, 1791)"
